iteration	profile_id	auprc	type
0	0	0.005519428483057061	train
0	1	0.00410325159940938	train
0	2	0.006528730214106257	train
0	3	0.0034933560913149963	train
0	4	0.006195876814319582	train
0	5	0.012699402812168938	train
0	6	0.0035423099870860106	train
0	7	0.004225515234039278	train
0	8	0.006724679372015232	train
0	9	0.022330633972472546	train
0	10	0.012716041274641612	train
0	11	0.0050064844614245456	train
0	12	0.013331511087811818	train
0	13	0.004325394986771728	train
0	14	0.020483135517650013	train
0	15	0.004302144784734486	train
0	16	0.004276119630977879	train
0	17	0.004220897901933023	train
0	18	0.007300257380153182	train
0	19	0.00809905952645781	train
0	20	0.004508274803756204	train
0	21	0.007201637312060041	train
0	22	0.018077860596657586	train
0	23	0.0041822239256676975	train
0	24	0.005696939875338071	train
0	25	0.007985951659748452	train
0	26	0.004947485656568739	train
0	27	0.003989569775651405	train
0	28	0.006618153610359419	train
0	29	0.03934896057794345	train
0	30	0.01578885566390678	train
0	31	0.004348680588703078	train
0	32	0.006247423491768358	train
0	33	0.008841751109807509	train
0	34	0.003826872595976655	train
0	35	0.005945159077695004	train
0	36	0.006229885036403241	train
0	37	0.021772333389518818	train
0	38	0.005693091160181381	train
0	39	0.030918302032652948	train
0	40	0.00932671944975078	train
0	41	0.0036181192213232093	train
0	42	0.016341171189619325	train
0	43	0.004926466664532541	train
0	44	0.06122634921690553	train
0	45	0.019527448223358654	train
0	46	0.004376875350447095	train
0	47	0.007430692739051007	train
0	48	0.003702756340279936	train
0	49	0.0031980892939019925	train
0	50	0.00947300968464078	train
0	51	0.015749300305222532	train
0	52	0.008946604260414071	train
0	53	0.005487116286077657	train
0	54	0.006455043674782205	train
0	55	0.003914736776020405	train
0	56	0.007461362772269597	train
0	57	0.008072397321151642	train
0	58	0.013269038987308255	train
0	59	0.012077784868177167	train
0	60	0.012142199709895288	train
0	61	0.005066221982864305	train
0	62	0.006746266317530199	train
0	63	0.03622555605314226	train
0	64	0.008591297440545969	train
0	65	0.013435730797562117	train
0	66	0.011938313080736888	train
0	67	0.004499603814015312	train
0	68	0.01996698088353355	train
0	69	0.003957889511573843	train
0	70	0.005539396920453331	train
0	71	0.011656054448571745	train
0	72	0.007348197863905165	train
0	73	0.00389781052631138	train
0	74	0.0266776349509038	train
0	75	0.008080302707315773	train
0	76	0.010313110638607927	train
0	77	0.004332081603214945	train
0	78	0.01955896294204415	train
0	79	0.007116693995109676	train
0	80	0.004302987290700952	train
0	81	0.010195479404596693	train
0	82	0.00788335207312776	train
0	83	0.021430116749674384	train
0	84	0.009398800064026857	train
0	85	0.014853843710767952	train
0	86	0.008177883236869545	train
0	87	0.017713692785617206	train
0	88	0.01115065968860679	train
0	89	0.005108529192439837	train
0	90	0.00508226525669798	train
0	91	0.053744282339444574	train
0	92	0.0038600138172641832	train
0	93	0.012013114754558083	train
0	94	0.025722759331835824	train
0	95	0.011415141654657129	train
0	96	0.011518248612702798	train
0	97	0.006284451522039296	train
0	98	0.00953354538877672	train
0	99	0.005143007469590507	train
1	1	0.05738902188315699	train
1	2	0.07653948600866409	train
1	3	0.02673963627158907	train
1	4	0.013156482853726175	train
1	5	0.02803531010052749	train
1	6	0.012923283695891939	train
1	7	0.012553749580729662	train
1	8	0.014994561046605015	train
1	9	0.024988744352084574	train
1	10	0.01990809756290652	train
1	11	0.015731395041368786	train
1	12	0.02185573932198169	train
1	13	0.04098521719235849	train
1	14	0.008701107023134029	train
1	15	0.007638158085959523	train
1	16	0.009092129041419103	train
1	17	0.013407481132172553	train
1	18	0.012444136661976364	train
1	19	0.021536190539662152	train
1	20	0.009256471313158314	train
1	21	0.013457848621470809	train
1	22	0.01916538065624653	train
1	23	0.014049709844805806	train
1	24	0.051640958492138164	train
1	25	0.048519042957368946	train
1	26	0.013309601789278041	train
1	27	0.015316256431016226	train
1	28	0.012559129043000012	train
1	29	0.023288218726498125	train
1	30	0.010591003285134497	train
1	31	0.009869771842454616	train
1	32	0.030217504807993477	train
1	33	0.027027021663244572	train
1	34	0.012546187210648692	train
1	35	0.017266260390928143	train
1	36	0.012095648103936195	train
1	37	0.014870040101974062	train
1	38	0.056340905298100596	train
1	39	0.12273874462065527	train
1	40	0.008113187302373226	train
1	41	0.08193348318348319	train
1	42	0.047694556905083216	train
1	43	0.009869771842454616	train
1	44	0.012042891488889328	train
1	45	0.018988577691192932	train
1	46	0.025871425782498833	train
1	47	0.017211718170601145	train
1	48	0.022516381926562818	train
1	49	0.0071609584368455045	train
1	50	0.012444136661976364	train
1	51	0.07167373699007104	train
1	52	0.014394663695151813	train
1	53	0.022292043268068055	train
1	54	0.007046011905164738	train
1	55	0.024299180801441868	train
1	56	0.03172760580747629	train
1	57	0.06335983925441409	train
1	58	0.06374863381846424	train
1	59	0.0224166881825105	train
1	60	0.026549438121237487	train
1	61	0.005592401512203792	train
1	62	0.054251081307418646	train
1	63	0.0040941320046950875	train
1	64	0.009869771842454616	train
1	65	0.015985646105303203	train
1	66	0.030492859185722053	train
1	67	0.003967611518217322	train
1	68	0.04411601557731589	train
